init,weight_decay,test_acc,mean_absW_ep0,mean_absW_ep10,magnitude_change,stable_rank,ln_r2
pytorch_default,0.0,11.35,0.04323620061597971,0.04315990020091584,0.9982352654956536,32.275853171214095,0.8180450649961217
pytorch_default,0.0001,11.35,0.04323620061597971,0.00048667466258580955,0.011256184763051059,0.2908232877458879,0.9138367206102578
