init,d_unaligned,d_aligned,d_null,D_norm,D_norm_sd,alignment_gain,norm_gap,cos_aligned,D_spec,D_dist
orthogonal,99.88996086002925,90.13925537373566,90.1826554673021,0.9995187763538864,0.0002267650584865632,0.09761437871827348,25.480804545368578,0.19678167640310526,45.039684781909,0.3657958092835666
he_normal,114.84234593129759,102.842173367286,102.88815272394716,0.9995538843737091,0.001347227308147307,0.10449250020021536,1.996181845389053,0.19693749866421606,4.434847266064656,0.0305201727754442
xavier_normal,100.36376711125578,90.65970304252451,90.6633989079788,0.9999592515877951,6.998337177691445e-05,0.09668893511811646,24.584860212566415,0.19458896105470758,24.82454864132038,0.34582031948161013
lognormal_jaynes,92.60966383214978,85.338684605524,85.3356458198595,1.0000356945420892,0.00034067280369559915,0.07851205363503314,39.39699569527241,0.18382378585430062,41.77494351613423,0.663897835415133
he_uniform,114.73755526938591,102.86770060573681,102.84998309407175,1.0001722972759,8.677360976902384e-05,0.10345053051525405,2.02979006526553,0.196212552550117,4.4924130652797345,0.21459318996172627
lognormal_he_scale,114.77192180311292,102.84266099062782,102.82435980854643,1.000178176734837,0.00018052642551187394,0.10393912676948645,2.0436750380568895,0.1964709344817971,4.483395364783868,0.3009076101703798
pytorch_default,88.39768609581469,82.32107750173628,82.27319380838176,1.0005820226748048,0.0002510057129849783,0.0687410628092418,49.29265856100632,0.1943486725660553,49.47019058312772,0.7333187004607937
