run_id,init,seed,epoch,test_acc,PC1_abs,PC2_abs,norm_theta,dist_from_own_init
A_lognormal_he_scale_s2,lognormal_he_scale,2,6,97.07,-0.3881797001613873,0.46054648350438204,81.64428894032645,16.608708514604885
A_lognormal_he_scale_s2,lognormal_he_scale,2,7,96.89,-0.3931972381576211,0.4695784992833227,81.84841489857196,17.643896766970578
A_lognormal_he_scale_s2,lognormal_he_scale,2,8,97.12,-0.39765137177604537,0.47775571158186375,82.03938638985565,18.553107050538006
A_lognormal_he_scale_s2,lognormal_he_scale,2,9,97.18,-0.40080861333749535,0.47914336187431883,82.23246542493895,19.464274470524423
A_lognormal_he_scale_s2,lognormal_he_scale,2,10,97.0,-0.4007998134998703,0.48324051301637716,82.42083744568563,20.30530751903493
A_lognormal_jaynes_s0,lognormal_jaynes,0,0,8.04,-0.14470789519134952,0.6308618045478573,42.734013071916806,0.0
A_lognormal_jaynes_s0,lognormal_jaynes,0,1,67.49,-0.13341837801856737,0.6216912172428896,44.45005730731304,11.480458295558858
A_lognormal_jaynes_s0,lognormal_jaynes,0,2,75.49,-0.14330419279203646,0.6217395284754957,45.668811780440784,15.559799708459868
A_lognormal_jaynes_s0,lognormal_jaynes,0,3,83.68,-0.13282862662607609,0.6327089130418023,46.75848609644579,18.486253613992552
A_lognormal_jaynes_s0,lognormal_jaynes,0,4,92.86,-0.09378239898391182,0.6221051439806061,47.85798519586076,21.032282141389352
A_lognormal_jaynes_s0,lognormal_jaynes,0,5,91.2,-0.08453305911422346,0.621044179422597,48.72273135085506,22.88827311240271
A_lognormal_jaynes_s0,lognormal_jaynes,0,6,87.03,-0.06856032621653485,0.6143684294581953,49.46524178364515,24.42650546521879
A_lognormal_jaynes_s0,lognormal_jaynes,0,7,74.65,-0.06797672824530887,0.6094009007978235,50.023149643972985,25.51750907876151
A_lognormal_jaynes_s0,lognormal_jaynes,0,8,89.81,-0.055877580391032494,0.6118469037041618,50.44893545675815,26.33354206199264
A_lognormal_jaynes_s0,lognormal_jaynes,0,9,92.96,-0.05124287852185742,0.6077122209829406,50.87495650257034,27.119431440481435
A_lognormal_jaynes_s0,lognormal_jaynes,0,10,79.19,-0.0610812385206341,0.6006757638692749,51.447815247959795,28.189243033097085
A_lognormal_jaynes_s1,lognormal_jaynes,1,0,10.3,0.04964280711632069,0.32487514934964723,42.62482162220097,0.0
A_lognormal_jaynes_s1,lognormal_jaynes,1,1,53.52,0.055386287073365716,0.3188307149857363,44.20566077576277,11.084360915833724
A_lognormal_jaynes_s1,lognormal_jaynes,1,2,80.83,0.05201158198586783,0.3190898677622552,45.45271309295762,15.216685591152983
A_lognormal_jaynes_s1,lognormal_jaynes,1,3,77.8,0.06404500689623677,0.32001156404558606,46.566671321148704,18.226669058727243
A_lognormal_jaynes_s1,lognormal_jaynes,1,4,47.63,0.08360293731031267,0.33704489311934976,48.592845597198746,22.91190021672232
A_lognormal_jaynes_s1,lognormal_jaynes,1,5,83.36,0.0927363327189732,0.35641471401722413,49.27362270797193,24.279374669565644
A_lognormal_jaynes_s1,lognormal_jaynes,1,6,85.96,0.09850468073977736,0.3602659926618643,49.80510038586662,25.28250055703672
A_lognormal_jaynes_s1,lognormal_jaynes,1,7,87.9,0.09901940964854695,0.3757046335564224,50.34394167772546,26.309287284298662
A_lognormal_jaynes_s1,lognormal_jaynes,1,8,62.01,0.08730284437557774,0.3786499253797279,51.30970447103674,28.157138028539247
A_lognormal_jaynes_s1,lognormal_jaynes,1,9,81.01,0.10377713821249053,0.3921363043432983,51.80903473372391,29.029511644854086
A_lognormal_jaynes_s1,lognormal_jaynes,1,10,85.04,0.11365631216625817,0.3988556550878589,52.3180548688637,29.87463487848173
A_lognormal_jaynes_s2,lognormal_jaynes,2,0,11.16,-0.2553788204122049,0.28453284158332975,42.856520766111295,0.0
A_lognormal_jaynes_s2,lognormal_jaynes,2,1,54.72,-0.24766727410343153,0.3176788215056596,44.41676640576466,10.925261340818754
A_lognormal_jaynes_s2,lognormal_jaynes,2,2,64.66,-0.27539585853338533,0.3265078771940978,46.17126146630299,16.580902619056154
A_lognormal_jaynes_s2,lognormal_jaynes,2,3,79.0,-0.28579155770369824,0.3359842188567068,46.98098178381077,18.619427232603503
A_lognormal_jaynes_s2,lognormal_jaynes,2,4,84.06,-0.29462970224734036,0.3323536947319546,47.68128235781492,20.34143202754791
A_lognormal_jaynes_s2,lognormal_jaynes,2,5,74.13,-0.30704492170765024,0.31696609439574625,48.46651274503316,22.121467135926963
A_lognormal_jaynes_s2,lognormal_jaynes,2,6,90.01,-0.29953666592987843,0.2989522845757396,49.34100866564663,23.97436767505571
A_lognormal_jaynes_s2,lognormal_jaynes,2,7,91.47,-0.2971959005252981,0.2900263673706592,50.03850356414035,25.365475456306207
A_lognormal_jaynes_s2,lognormal_jaynes,2,8,91.2,-0.2796466877246213,0.2901693028378272,50.553374508003884,26.366189806526517
A_lognormal_jaynes_s2,lognormal_jaynes,2,9,88.35,-0.29855798304800685,0.2916080651585425,51.286726606925285,27.695033440900943
A_lognormal_jaynes_s2,lognormal_jaynes,2,10,73.41,-0.2802689595011723,0.2886883491040246,52.07285551369872,29.111996315167747
A_orthogonal_s0,orthogonal,0,0,9.59,-33.65911671122265,5.532336682565265,56.65686221210395,0.0
A_orthogonal_s0,orthogonal,0,1,75.58,-34.17372128741943,5.637609205093576,57.98607110090446,11.1918489706285
A_orthogonal_s0,orthogonal,0,2,69.51,-34.42985491079569,5.681203539233053,59.04692948805542,15.845030375480773
A_orthogonal_s0,orthogonal,0,3,94.14,-34.6419962782241,5.748411005304815,59.82230955429814,18.327212626811534
A_orthogonal_s0,orthogonal,0,4,95.12,-34.74062271949673,5.756140342294762,60.286258457986044,19.817168918391047
A_orthogonal_s0,orthogonal,0,5,96.01,-34.777124546412125,5.764326164815881,60.51853624281621,20.49524793689725
A_orthogonal_s0,orthogonal,0,6,95.63,-34.81436069653947,5.769872306338996,60.77265031952519,21.23525803004888
A_orthogonal_s0,orthogonal,0,7,95.91,-34.85478606108616,5.779325941767236,61.02496418231314,21.931868419902496
A_orthogonal_s0,orthogonal,0,8,95.08,-34.910591492638815,5.766854726534981,62.06470793968555,24.839869786469393
A_orthogonal_s0,orthogonal,0,9,96.07,-34.91761562373533,5.770924572293426,62.3078293077045,25.46180773613459
A_orthogonal_s0,orthogonal,0,10,96.15,-34.946348959180774,5.778691892900473,62.580730836040594,26.129090181819855
A_orthogonal_s1,orthogonal,1,0,11.35,22.330470820223535,25.786966820471378,56.65686253565428,0.0
A_orthogonal_s1,orthogonal,1,1,75.73,22.70279856080153,26.148279281112842,57.923650600451786,10.93857990321025
A_orthogonal_s1,orthogonal,1,2,88.25,22.879202989672628,26.329456930619592,58.92094896052505,15.337436058083538
A_orthogonal_s1,orthogonal,1,3,94.63,22.977068610106457,26.41597685579597,59.397442492595104,17.0170418701377
A_orthogonal_s1,orthogonal,1,4,93.71,23.02938730290642,26.489909280667227,60.1476849966602,19.667806388731336
A_orthogonal_s1,orthogonal,1,5,95.37,23.121093340431315,26.613483550145695,60.975527665152406,21.997327993824943
A_orthogonal_s1,orthogonal,1,6,96.44,23.149220102119877,26.65656947559183,61.327625048208795,22.93186336972138
A_orthogonal_s1,orthogonal,1,7,96.77,23.170433754532645,26.674505335822023,61.57808647581391,23.575040581432408
A_orthogonal_s1,orthogonal,1,8,95.99,23.195400587616795,26.70280224531147,61.887546247214964,24.33862919938466
A_orthogonal_s1,orthogonal,1,9,96.65,23.208476486350545,26.740083745875058,62.53852248837685,26.019759289549587
A_orthogonal_s1,orthogonal,1,10,96.27,23.229757199059378,26.76461879616699,63.38642727241627,28.043749535454474
A_orthogonal_s2,orthogonal,2,0,9.4,11.884141985191004,-32.78479011344293,56.656862152465656,0.0
A_orthogonal_s2,orthogonal,2,1,73.15,12.069539462522968,-33.23507798445398,57.88672639113179,11.221802877700929
A_orthogonal_s2,orthogonal,2,2,92.36,12.196158133971165,-33.48583872889894,58.830533507754694,15.317971847205454
A_orthogonal_s2,orthogonal,2,3,94.18,12.24088284335402,-33.57581981279518,59.26912037350592,16.925687133298965
A_orthogonal_s2,orthogonal,2,4,95.88,12.271411375324657,-33.64632508044456,59.66751319824093,18.2713486702078
A_orthogonal_s2,orthogonal,2,5,94.76,12.310094051060311,-33.782856801819186,60.56040380725696,21.120859346152052
A_orthogonal_s2,orthogonal,2,6,95.74,12.334070726712456,-33.839573348393365,60.91534925922579,22.103516168460683
A_orthogonal_s2,orthogonal,2,7,95.09,12.34881112117082,-33.85708874216455,61.497129247694645,23.846120273989843
A_orthogonal_s2,orthogonal,2,8,93.83,12.394366965712525,-33.90941180554237,62.44302666296246,26.34778547475415
A_orthogonal_s2,orthogonal,2,9,92.13,12.392429424120166,-33.97423440221853,63.132578358782425,27.946271423491922
A_orthogonal_s2,orthogonal,2,10,90.51,12.387845250326949,-34.022479979037584,63.93141756783752,29.69966919209455
A_pytorch_default_s0,pytorch_default,0,0,9.8,-0.13956474196556923,0.26489840175746626,32.854979955792786,0.0
A_pytorch_default_s0,pytorch_default,0,1,11.35,-0.13794436402708687,0.2634984196411122,32.869757548055325,1.7347874177090026
A_pytorch_default_s0,pytorch_default,0,2,11.35,-0.13850414874455041,0.26347864142544297,32.87797419286319,2.1318993100792087
A_pytorch_default_s0,pytorch_default,0,3,11.35,-0.1390440124302932,0.2638418445057159,32.88326570600936,2.3218928113639827
A_pytorch_default_s0,pytorch_default,0,4,11.35,-0.13828154148510907,0.2627678552712405,32.88628274033308,2.40913282622375
A_pytorch_default_s0,pytorch_default,0,5,11.35,-0.13711029352898485,0.2617345075261468,32.89260588929651,2.5409579596228706
A_pytorch_default_s0,pytorch_default,0,6,11.35,-0.1349534862910038,0.26372023650167536,32.91000231029944,2.83503198558356
A_pytorch_default_s0,pytorch_default,0,7,11.35,-0.1346976724137263,0.26371755021703025,32.90889380408371,2.8698003639270686
A_pytorch_default_s0,pytorch_default,0,8,11.35,-0.13505561522738,0.2632406034994365,32.909606354703634,2.9058105127782583
A_pytorch_default_s0,pytorch_default,0,9,11.35,-0.13393896411030987,0.26310826492583045,32.90876557173299,2.9223327549697062
A_pytorch_default_s0,pytorch_default,0,10,11.35,-0.1341872699256689,0.2628768822604248,32.90823180963728,2.936893135275398
A_pytorch_default_s1,pytorch_default,1,0,10.1,-0.04009508116552445,0.1693951332862182,32.80736315645237,0.0
A_pytorch_default_s1,pytorch_default,1,1,11.35,-0.04321921131982093,0.17002991018562771,32.828191494779034,1.9602215755512649
A_pytorch_default_s1,pytorch_default,1,2,11.35,-0.04382452792711402,0.16861873121542914,32.8319915486117,2.1299126738339473
A_pytorch_default_s1,pytorch_default,1,3,11.35,-0.043749364414429295,0.17103368351179007,32.83625718102311,2.3043268298971893
A_pytorch_default_s1,pytorch_default,1,4,11.35,-0.045031396749043065,0.17094880140371183,32.83932323951427,2.4147391294827667
A_pytorch_default_s1,pytorch_default,1,5,11.35,-0.04377552710700201,0.17147019420980966,32.839790189249186,2.4926315508042167
A_pytorch_default_s1,pytorch_default,1,6,11.35,-0.044187434684143746,0.1711425856334386,32.84253077214547,2.555199620695427
A_pytorch_default_s1,pytorch_default,1,7,11.35,-0.045056169496884714,0.17144971450596289,32.84941205216376,2.713254441109316
A_pytorch_default_s1,pytorch_default,1,8,11.35,-0.054029498058502504,0.17184997597081764,32.91235526706459,3.5990374901440165
A_pytorch_default_s1,pytorch_default,1,9,11.35,-0.054524425537389364,0.17280023721391255,32.939143599876836,3.927725192286124
A_pytorch_default_s1,pytorch_default,1,10,11.35,-0.05343408365245386,0.17307726001773377,32.93635254244361,3.9368371582913775
A_pytorch_default_s2,pytorch_default,2,0,10.28,-0.21356355215048653,0.10574335865594708,32.882653500392074,0.0
A_pytorch_default_s2,pytorch_default,2,1,11.35,-0.21266883837384715,0.10967153308823128,32.902657499742546,1.9246425994630394
A_pytorch_default_s2,pytorch_default,2,2,11.35,-0.21023184372007972,0.111547055841493,32.91117566243039,2.207411764339346
A_pytorch_default_s2,pytorch_default,2,3,11.35,-0.20969322233664434,0.11127761015020533,32.91601780049913,2.4068823487313264
A_pytorch_default_s2,pytorch_default,2,4,11.35,-0.21115791361472033,0.11166982937938144,32.927843065292315,2.608097600032757
A_pytorch_default_s2,pytorch_default,2,5,11.35,-0.21220572010232475,0.11465425592774674,32.93012007266015,2.750027195874281
A_pytorch_default_s2,pytorch_default,2,6,11.35,-0.21254890042488336,0.11372214148251357,32.930371081363184,2.7819342529622544
A_pytorch_default_s2,pytorch_default,2,7,11.35,-0.21262116650779905,0.1154534366484055,32.93078872176611,2.8312172303836256
A_pytorch_default_s2,pytorch_default,2,8,11.35,-0.21253157647484552,0.11563357646591607,32.930662476431024,2.8530198181486295
A_pytorch_default_s2,pytorch_default,2,9,11.35,-0.21232674199614368,0.1158875176392905,32.93048928085722,2.872314852322601
A_pytorch_default_s2,pytorch_default,2,10,11.35,-0.2118258962190059,0.1160949547008192,32.931291505863626,2.897735604916779
A_xavier_normal_s0,xavier_normal,0,0,10.31,-43.44843356239818,6.926418302869406,57.50709080269126,0.0
A_xavier_normal_s0,xavier_normal,0,1,84.86,-44.041058002056204,7.004889620079302,58.66465863608536,10.974973978728563
A_xavier_normal_s0,xavier_normal,0,2,92.89,-44.3685338339318,7.064681475300353,59.583823052769716,14.973447212115426
A_xavier_normal_s0,xavier_normal,0,3,94.31,-44.487602182411095,7.0746178779328135,59.97901219437089,16.43707001909519
A_xavier_normal_s0,xavier_normal,0,4,75.78,-44.63199584582879,7.066592763326253,60.68596133911546,19.022205693438554
A_xavier_normal_s0,xavier_normal,0,5,95.02,-44.798809044627625,7.121132266033596,61.43293337953198,21.247326517188977
A_xavier_normal_s0,xavier_normal,0,6,95.64,-44.83057623531823,7.118223289155537,61.58202184054621,21.682849217364137
A_xavier_normal_s0,xavier_normal,0,7,96.38,-44.86416071641744,7.123822423276196,61.7736765571182,22.219862379903613
A_xavier_normal_s0,xavier_normal,0,8,96.44,-44.90220529326418,7.131683983095802,62.00225437782526,22.807745363866058
A_xavier_normal_s0,xavier_normal,0,9,95.07,-44.92342019089538,7.139318064340769,62.59909841368042,24.459733205343884
A_xavier_normal_s0,xavier_normal,0,10,96.48,-44.95586866274736,7.1430558074113115,62.87721368011418,25.14740062082204
A_xavier_normal_s1,xavier_normal,1,0,9.22,28.79251772169109,33.10243115271192,57.49525012965961,0.0
A_xavier_normal_s1,xavier_normal,1,1,84.7,29.22680037893033,33.5734183258167,58.81670645770063,11.645201804781774
A_xavier_normal_s1,xavier_normal,1,2,92.59,29.399543586151452,33.77301742826654,59.5175454974691,14.626061754650701
A_xavier_normal_s1,xavier_normal,1,3,94.59,29.485129294535096,33.87001610786526,59.93910328645606,16.24533260726976
A_xavier_normal_s1,xavier_normal,1,4,96.09,29.53105852909757,33.93294941417239,60.25750059481144,17.415404810442197
A_xavier_normal_s1,xavier_normal,1,5,96.22,29.582273915767637,33.99070219206979,60.56231620002351,18.41819418912015
A_xavier_normal_s1,xavier_normal,1,6,93.99,29.670557178616722,34.1179298289343,61.702489282418576,22.10364675013921
A_xavier_normal_s1,xavier_normal,1,7,96.43,29.70834882810804,34.163179620469556,61.975646418011046,22.838410478690868
A_xavier_normal_s1,xavier_normal,1,8,96.67,29.722970372918336,34.192857927452465,62.172440189985586,23.3608487281289
A_xavier_normal_s1,xavier_normal,1,9,96.35,29.740730182804977,34.215407804292894,62.36798893058433,23.869791564221245
A_xavier_normal_s1,xavier_normal,1,10,96.8,29.75915326746969,34.23796176798354,62.57929078106455,24.396768344578668
A_xavier_normal_s2,xavier_normal,2,0,11.25,15.386329879273609,-42.49421882330032,57.61036322406465,0.0
A_xavier_normal_s2,xavier_normal,2,1,89.61,15.618322116698605,-43.138228203310085,58.936732733770164,11.53898909494923
A_xavier_normal_s2,xavier_normal,2,2,94.13,15.705995903420048,-43.395276943785404,59.66525540799299,14.831584611849907
A_xavier_normal_s2,xavier_normal,2,3,95.1,15.750216215348694,-43.52758453468978,60.092067192000385,16.426161829632992
A_xavier_normal_s2,xavier_normal,2,4,93.72,15.833925827900279,-43.74092406472437,61.044557595935174,19.8768044702225
A_xavier_normal_s2,xavier_normal,2,5,94.7,15.859956000176581,-43.82933453713203,61.408978955752325,20.971168984744022
A_xavier_normal_s2,xavier_normal,2,6,95.59,15.870750357684779,-43.871698504313024,61.622162408378685,21.571846998106267
A_xavier_normal_s2,xavier_normal,2,7,96.46,15.882402525541943,-43.90361487385125,61.83746166190149,22.184921181371966
