arch,init,seed,norm_theta,mean_absW,ln_r2_mean,stable_rank_mean,lens_power_mean,sv_entropy_mean
B,xavier_normal,103,35.50415073045726,0.06940879695578459,0.8992782829241556,33.96433986745057,0.49951270232560824,4.418842154836238
B,xavier_normal,104,35.497703894468714,0.06983448430608451,0.8962639862013111,33.952115540041476,0.4951980709923974,4.41915190025148
B,xavier_normal,105,35.517016468569636,0.06960911195818494,0.8948802942973215,33.51478561715483,0.4917472078571167,4.416939878818775
B,xavier_normal,106,35.53256139734441,0.069805326619074,0.8928332855880242,33.963588870196624,0.49764458899494796,4.419132396553769
B,xavier_normal,107,35.628950419424385,0.06995286957364802,0.8934590357547159,33.549022083029236,0.49181114641174545,4.418662811671384
B,xavier_normal,108,35.636654989396796,0.06970759919778029,0.8968361420314608,33.68668674932576,0.4954161642105788,4.420349108842817
B,xavier_normal,109,35.54177256912398,0.0697404723559468,0.8985082803810254,34.100155064176946,0.4950569712437286,4.418166271814878
B,xavier_normal,110,35.62409508063317,0.0699007405120193,0.8968998067598457,33.977156233025696,0.49588372471328424,4.419532449510172
B,xavier_normal,111,35.496988391517355,0.0696530520696141,0.8991237918209782,33.71966364016254,0.4965730179168995,4.418171001636165
B,xavier_normal,112,35.449557389794734,0.06954126525665502,0.896716932082275,34.17295198507605,0.5006669898470142,4.419199459982634
B,xavier_normal,113,35.54063457086665,0.06989334663870425,0.8985217007834528,33.961494722864856,0.49641463448215184,4.417563614298588
B,xavier_normal,114,35.48166465787206,0.06965632534881969,0.8934853807555987,33.861971626214725,0.4942319271293254,4.417668673746272
B,xavier_normal,115,35.46616183393105,0.06984144152892449,0.8931789504664891,33.905760513198345,0.4981596189755505,4.4184225616716315
B,xavier_normal,116,35.50357225717633,0.06938570548900194,0.89690653121542,34.311718651270766,0.49864818261404487,4.419916774227143
B,xavier_normal,117,35.55248450964292,0.06973776652082468,0.8989789913087909,34.18920854203236,0.5009887987503856,4.419029809581044
B,xavier_normal,118,35.54261658307308,0.06986578903921409,0.8989114745325051,33.4995388072188,0.49262005551502186,4.418860651459023
B,xavier_normal,119,35.50741947297723,0.06997291407333783,0.895796205387328,33.80611968653191,0.49701288874391014,4.4194099875852295
B,he_normal,100,48.298031782161736,0.09387446934493937,0.8977511144823375,33.638074327932685,0.49335648688804146,4.418936087431131
B,he_normal,101,48.295949575627326,0.09437267187142923,0.8984536271625242,33.64116902918425,0.4876812311822123,4.4186684512258285
B,he_normal,102,48.150358861150316,0.09352576626265513,0.8958434506418029,33.29059472083922,0.4921609099605397,4.419825010721874
B,he_normal,103,48.17625975866951,0.09341507722676454,0.8992782830322955,33.96433987892576,0.49951270235389245,4.418842154906795
B,he_normal,104,48.16299835407611,0.09384685321739156,0.8962639861298076,33.952115498956765,0.4951980708212466,4.419151900252677
B,he_normal,105,48.175921252912524,0.09363025835278387,0.8948802942143541,33.51478558966317,0.4917472077886276,4.4169398786458
B,he_normal,106,48.205754239289476,0.09384085523468184,0.8928332856307541,33.963588848298954,0.4976445885273753,4.419132396646453
B,he_normal,107,48.35957127058005,0.09406733090455817,0.8934590357661797,33.54902206268301,0.49181114629177164,4.418662811805541
B,he_normal,108,48.3595805043596,0.09381968137657053,0.8968361420049286,33.686686748434184,0.49541616427650836,4.4203491088840945
B,he_normal,109,48.22728543288506,0.09380887231833526,0.8985082803613107,34.10015505350073,0.49505697121131587,4.418166271931463
B,he_normal,110,48.33364166236834,0.09399804583003415,0.8968998067454343,33.977156239764724,0.49588372487639765,4.41953244953941
B,he_normal,111,48.14777169415661,0.09361976848606061,0.8991237917780692,33.71966362928991,0.4965730179517366,4.4181710016569085
B,he_normal,112,48.08378183777523,0.09352261884841934,0.8967169320653158,34.17295197988118,0.5006669896940437,4.419199460053815
B,he_normal,113,48.208179837115566,0.09395242157325259,0.8985217008007561,33.961494711163574,0.4964146344559919,4.417563614299398
B,he_normal,114,48.14933929311183,0.09365993573927754,0.8934853807613571,33.8619716274407,0.4942319271115708,4.417668673749707
B,he_normal,115,48.12115197184806,0.0938299598108782,0.8931789505082024,33.90576052260003,0.49815961893862654,4.418422561691365
B,he_normal,116,48.17180349496422,0.09338865514324059,0.8969065312489237,34.31171861870316,0.49864818243241615,4.419916774160089
B,he_normal,117,48.23333466736598,0.09378717751304916,0.8989789913480939,34.18920856028309,0.5009887986475695,4.419029809581114
B,he_normal,118,48.22335993429736,0.09389590913005025,0.8989114745284963,33.499538796518955,0.4926200555666749,4.418860651472149
B,he_normal,119,48.16505321851957,0.0940110556840602,0.8957962053466838,33.80611968644524,0.4970128887039005,4.419409987585569
B,orthogonal,100,34.08812147493546,0.06636888399597704,0.8971001428748467,116.19988300751956,0.9999995334033145,4.597085735207042
B,orthogonal,101,34.08812127480834,0.06640758715816145,0.895232443463889,116.19989205020909,0.9999995721022916,4.597085735207042
B,orthogonal,102,34.088121381347676,0.06650739353535333,0.8983597906850223,116.199887688867,0.999999552860384,4.597085735207042
