run_id,init,seed,epoch,test_acc,PC1_disp,PC2_disp,norm_theta,dist_from_own_init
A_he_uniform_s1,he_uniform,1,10,96.91,-0.6067526347930919,0.16553253021592593,82.67612622052712,22.93882356189607
A_he_uniform_s2,he_uniform,2,0,9.54,-0.21765832533749954,0.10058888253247508,80.1797012952739,0.0
A_he_uniform_s2,he_uniform,2,1,92.06,-0.21836309587714456,0.26801374299658426,80.47232578283871,8.278413797796281
A_he_uniform_s2,he_uniform,2,2,94.72,-0.22447697769215175,0.3341945494821187,80.71479556374456,10.902113556784126
A_he_uniform_s2,he_uniform,2,3,95.87,-0.23585941023808973,0.34643349765005643,80.92720840563476,12.664755935624237
A_he_uniform_s2,he_uniform,2,4,95.82,-0.2240956650200041,0.40273041846647545,81.12887880441382,14.165404357573419
A_he_uniform_s2,he_uniform,2,5,96.31,-0.24046566955636764,0.4122707398626483,81.33259810657535,15.534748843624802
A_he_uniform_s2,he_uniform,2,6,95.89,-0.248865395011978,0.44827261656735184,81.69722373204847,17.626376027073174
A_he_uniform_s2,he_uniform,2,7,96.92,-0.24774645062114137,0.5231736803428808,81.95228327940077,18.876481760331625
A_he_uniform_s2,he_uniform,2,8,96.67,-0.23575097275860402,0.5260192270865344,82.13681342729299,19.739510850793042
A_he_uniform_s2,he_uniform,2,9,96.96,-0.26868122697329994,0.5527125776336936,82.30846696577623,20.512788398637603
A_he_uniform_s2,he_uniform,2,10,97.24,-0.2648343202144724,0.5810277587086954,82.47463390606227,21.22893135861139
A_lognormal_he_scale_s0,lognormal_he_scale,0,0,8.04,-0.21765832533749918,0.1005888825324754,80.0509440711842,0.0
A_lognormal_he_scale_s0,lognormal_he_scale,0,1,93.54,-0.3408356156482819,-0.15344997675882716,80.3609378036383,8.480860264198594
A_lognormal_he_scale_s0,lognormal_he_scale,0,2,95.27,-0.4250488488698861,-0.252991831922665,80.56464544370951,10.73279029248735
A_lognormal_he_scale_s0,lognormal_he_scale,0,3,95.67,-0.50099498218125,-0.3193281607956664,80.77124804840315,12.479571599073147
A_lognormal_he_scale_s0,lognormal_he_scale,0,4,96.29,-0.5244414762087797,-0.3614110715977445,80.93526815256521,13.791309733496028
A_lognormal_he_scale_s0,lognormal_he_scale,0,5,96.97,-0.5744168597067356,-0.4140179446956547,81.1176475177174,14.925547275835163
A_lognormal_he_scale_s0,lognormal_he_scale,0,6,96.44,-0.5787862254694085,-0.47480980709442827,81.29002386287719,16.02052580946585
A_lognormal_he_scale_s0,lognormal_he_scale,0,7,96.52,-0.617206145138324,-0.5135310250642907,81.4911442091569,17.11195875040379
A_lognormal_he_scale_s0,lognormal_he_scale,0,8,96.88,-0.6565971858890668,-0.5457381276224584,81.7061087019046,18.24867252646046
A_lognormal_he_scale_s0,lognormal_he_scale,0,9,96.84,-0.6706964730809639,-0.5522013200684359,81.87387336412436,19.073650572590676
A_lognormal_he_scale_s0,lognormal_he_scale,0,10,96.69,-0.6767875179047599,-0.5912971651603852,82.4223929937186,21.613219564174763
A_lognormal_he_scale_s1,lognormal_he_scale,1,0,10.3,-0.2176583253374992,0.10058888253247521,79.89241840110937,0.0
A_lognormal_he_scale_s1,lognormal_he_scale,1,1,93.76,0.04541705642360608,0.10366682001644394,80.20253420189971,8.32173046462695
A_lognormal_he_scale_s1,lognormal_he_scale,1,2,94.41,0.1491376330761028,0.13098621365832466,80.42281767661636,10.724046184378826
A_lognormal_he_scale_s1,lognormal_he_scale,1,3,95.83,0.198336530844626,0.16965985219466365,80.62752933462987,12.370155589430663
A_lognormal_he_scale_s1,lognormal_he_scale,1,4,96.19,0.2453223112596923,0.1785979398029786,80.82160676101118,13.843951199320026
A_lognormal_he_scale_s1,lognormal_he_scale,1,5,96.39,0.297437849505114,0.2084674150161623,81.02606107310118,15.139905986880862
A_lognormal_he_scale_s1,lognormal_he_scale,1,6,96.5,0.34046876789301517,0.23771867967200042,81.24282730242167,16.434527821352454
A_lognormal_he_scale_s1,lognormal_he_scale,1,7,95.72,0.3771572318348722,0.2441824100968223,81.70145748889658,18.749683120099505
A_lognormal_he_scale_s1,lognormal_he_scale,1,8,96.73,0.4063373687918219,0.24581715476489652,82.1500260905933,21.001583594435708
A_lognormal_he_scale_s1,lognormal_he_scale,1,9,96.91,0.4678170109455644,0.2701066389287135,82.38522062574903,21.960620508086567
A_lognormal_he_scale_s1,lognormal_he_scale,1,10,97.32,0.4576878009344879,0.29120865639584376,82.51487129138879,22.539622960723637
A_lognormal_he_scale_s2,lognormal_he_scale,2,0,11.16,-0.21765832533750012,0.10058888253247504,80.29556530163394,0.0
A_lognormal_he_scale_s2,lognormal_he_scale,2,1,91.63,-0.2525418665899903,0.49933562648839264,80.56210737981135,8.173038434670282
A_lognormal_he_scale_s2,lognormal_he_scale,2,2,95.13,-0.3012535420662168,0.6442560516892594,80.79863933091713,10.799204127106949
A_lognormal_he_scale_s2,lognormal_he_scale,2,3,96.04,-0.31267551743082556,0.7716349152803028,80.99283960225247,12.513362724015764
A_lognormal_he_scale_s2,lognormal_he_scale,2,4,96.58,-0.3127781205603599,0.8739993880389538,81.21018531769165,14.02868152443405
A_lognormal_he_scale_s2,lognormal_he_scale,2,5,96.38,-0.34120096928665067,0.9462500235655195,81.41528899860049,15.37686197194144
A_lognormal_he_scale_s2,lognormal_he_scale,2,6,97.07,-0.35582872843015717,1.0772234368381546,81.64428894032645,16.608708514604885
A_lognormal_he_scale_s2,lognormal_he_scale,2,7,96.89,-0.39038514132054497,1.1422028028149298,81.84841489857196,17.643896766970578
A_lognormal_he_scale_s2,lognormal_he_scale,2,8,97.12,-0.3880666040627964,1.2048741607351139,82.03938638985565,18.553107050538006
A_lognormal_he_scale_s2,lognormal_he_scale,2,9,97.18,-0.4176561158137585,1.2180353157120953,82.23246542493895,19.464274470524423
A_lognormal_he_scale_s2,lognormal_he_scale,2,10,97.0,-0.4137117459417204,1.2665748207078464,82.42083744568563,20.30530751903493
A_lognormal_jaynes_s0,lognormal_jaynes,0,0,8.04,-0.21765832533749865,0.10058888253247947,42.734013071916806,0.0
A_lognormal_jaynes_s0,lognormal_jaynes,0,1,67.49,-1.8491958907895676,-5.46743568827036,44.45005730731304,11.480458295558858
A_lognormal_jaynes_s0,lognormal_jaynes,0,2,75.49,-3.0537523954991315,-9.388930152965566,45.668811780440784,15.559799708459868
A_lognormal_jaynes_s0,lognormal_jaynes,0,3,83.68,-3.8937583018777793,-12.173150407638719,46.75848609644579,18.486253613992552
A_lognormal_jaynes_s0,lognormal_jaynes,0,4,92.86,-4.71981139427679,-14.765949087946343,47.85798519586076,21.032282141389352
A_lognormal_jaynes_s0,lognormal_jaynes,0,5,91.2,-5.22453184638485,-16.490793506380882,48.72273135085506,22.88827311240271
A_lognormal_jaynes_s0,lognormal_jaynes,0,6,87.03,-5.688683341517002,-17.85037512563642,49.46524178364515,24.42650546521879
A_lognormal_jaynes_s0,lognormal_jaynes,0,7,74.65,-5.872801417145817,-18.713025468799003,50.023149643972985,25.51750907876151
A_lognormal_jaynes_s0,lognormal_jaynes,0,8,89.81,-6.045632171153535,-19.316497730074467,50.44893545675815,26.33354206199264
A_lognormal_jaynes_s0,lognormal_jaynes,0,9,92.96,-6.213493683766815,-19.75226107694216,50.87495650257034,27.119431440481435
A_lognormal_jaynes_s0,lognormal_jaynes,0,10,79.19,-6.286349601965825,-20.087066714632716,51.447815247959795,28.189243033097085
A_lognormal_jaynes_s1,lognormal_jaynes,1,0,10.3,-0.21765832533749865,0.10058888253247947,42.62482162220097,0.0
A_lognormal_jaynes_s1,lognormal_jaynes,1,1,53.52,6.031559145574055,-0.5917256547814472,44.20566077576277,11.084360915833724
A_lognormal_jaynes_s1,lognormal_jaynes,1,2,80.83,10.534437516080704,-1.062758648336517,45.45271309295762,15.216685591152983
A_lognormal_jaynes_s1,lognormal_jaynes,1,3,77.8,13.90465996271805,-1.347424571940255,46.566671321148704,18.226669058727243
A_lognormal_jaynes_s1,lognormal_jaynes,1,4,47.63,20.03078882749984,-1.8734438481217108,48.592845597198746,22.91190021672232
A_lognormal_jaynes_s1,lognormal_jaynes,1,5,83.36,22.026387913484555,-2.0903127874214316,49.27362270797193,24.279374669565644
A_lognormal_jaynes_s1,lognormal_jaynes,1,6,85.96,23.223687057584026,-2.196039133949887,49.80510038586662,25.28250055703672
A_lognormal_jaynes_s1,lognormal_jaynes,1,7,87.9,24.237966533064593,-2.324181326445018,50.34394167772546,26.309287284298662
A_lognormal_jaynes_s1,lognormal_jaynes,1,8,62.01,25.718971772735998,-2.4120576267252547,51.30970447103674,28.157138028539247
A_lognormal_jaynes_s1,lognormal_jaynes,1,9,81.01,26.39826430495963,-2.4657813331122957,51.80903473372391,29.029511644854086
A_lognormal_jaynes_s1,lognormal_jaynes,1,10,85.04,26.785569775647712,-2.529302402335561,52.3180548688637,29.87463487848173
A_lognormal_jaynes_s2,lognormal_jaynes,2,0,11.16,-0.21765832533750276,0.10058888253247429,42.856520766111295,0.0
A_lognormal_jaynes_s2,lognormal_jaynes,2,1,54.72,-1.019476868825004,4.471512007157017,44.41676640576466,10.925261340818754
A_lognormal_jaynes_s2,lognormal_jaynes,2,2,64.66,-1.849636207546028,8.802777050854417,46.17126146630299,16.580902619056154
A_lognormal_jaynes_s2,lognormal_jaynes,2,3,79.0,-2.211090906876872,10.633441097860503,46.98098178381077,18.619427232603503
A_lognormal_jaynes_s2,lognormal_jaynes,2,4,84.06,-2.4742232621314475,12.072671249702873,47.68128235781492,20.34143202754791
A_lognormal_jaynes_s2,lognormal_jaynes,2,5,74.13,-2.6514479526354826,13.42904338390153,48.46651274503316,22.121467135926963
A_lognormal_jaynes_s2,lognormal_jaynes,2,6,90.01,-2.8780317570593437,14.908812131214477,49.34100866564663,23.97436767505571
A_lognormal_jaynes_s2,lognormal_jaynes,2,7,91.47,-3.0938698107272233,15.791944535728977,50.03850356414035,25.365475456306207
A_lognormal_jaynes_s2,lognormal_jaynes,2,8,91.2,-3.2246013917339176,16.39242193300707,50.553374508003884,26.366189806526517
A_lognormal_jaynes_s2,lognormal_jaynes,2,9,88.35,-3.3648639940831457,17.004608264686894,51.286726606925285,27.695033440900943
A_lognormal_jaynes_s2,lognormal_jaynes,2,10,73.41,-3.402507651872025,17.334843489748263,52.07285551369872,29.111996315167747
A_orthogonal_s0,orthogonal,0,0,9.59,-0.21765832533749857,0.10058888253247346,56.65686221210395,0.0
A_orthogonal_s0,orthogonal,0,1,75.58,-0.6514931241455841,0.17041542422880931,57.98607110090446,11.1918489706285
A_orthogonal_s0,orthogonal,0,2,69.51,-1.0324638778262107,0.33907208348670415,59.04692948805542,15.845030375480773
A_orthogonal_s0,orthogonal,0,3,94.14,-1.2646751914871646,0.4108890472405884,59.82230955429814,18.327212626811534
A_orthogonal_s0,orthogonal,0,4,95.12,-1.3895794822222698,0.4806255447257933,60.286258457986044,19.817168918391047
A_orthogonal_s0,orthogonal,0,5,96.01,-1.445509596606942,0.5049810964951196,60.51853624281621,20.49524793689725
A_orthogonal_s0,orthogonal,0,6,95.63,-1.5075607938443878,0.5120856542231629,60.77265031952519,21.23525803004888
A_orthogonal_s0,orthogonal,0,7,95.91,-1.5554884726528584,0.5354370716842546,61.02496418231314,21.931868419902496
A_orthogonal_s0,orthogonal,0,8,95.08,-1.7619907038482934,0.6376832018484088,62.06470793968555,24.839869786469393
A_orthogonal_s0,orthogonal,0,9,96.07,-1.800028706267318,0.6380634548580612,62.3078293077045,25.46180773613459
A_orthogonal_s0,orthogonal,0,10,96.15,-1.7899963990265086,0.6518041086396994,62.580730836040594,26.129090181819855
A_orthogonal_s1,orthogonal,1,0,11.35,-0.2176583253374985,0.10058888253247351,56.65686253565428,0.0
A_orthogonal_s1,orthogonal,1,1,75.73,-0.6123541107153797,0.07485087824162724,57.923650600451786,10.93857990321025
A_orthogonal_s1,orthogonal,1,2,88.25,-0.9112349343518705,0.10455535107880617,58.92094896052505,15.337436058083538
A_orthogonal_s1,orthogonal,1,3,94.63,-1.0631512663543485,0.12052019817222882,59.397442492595104,17.0170418701377
A_orthogonal_s1,orthogonal,1,4,93.71,-1.2721737205311647,0.1656457757951463,60.1476849966602,19.667806388731336
A_orthogonal_s1,orthogonal,1,5,95.37,-1.4221579130822426,0.19225397598415606,60.975527665152406,21.997327993824943
A_orthogonal_s1,orthogonal,1,6,96.44,-1.4746320572277882,0.20240736782390026,61.327625048208795,22.93186336972138
A_orthogonal_s1,orthogonal,1,7,96.77,-1.525663205531579,0.22472939481176252,61.57808647581391,23.575040581432408
A_orthogonal_s1,orthogonal,1,8,95.99,-1.5787309904604494,0.22194790476360093,61.887546247214964,24.33862919938466
A_orthogonal_s1,orthogonal,1,9,96.65,-1.6211244175361494,0.24138789872409522,62.53852248837685,26.019759289549587
A_orthogonal_s1,orthogonal,1,10,96.27,-1.6553727467310813,0.22624134025754603,63.38642727241627,28.043749535454474
A_orthogonal_s2,orthogonal,2,0,9.4,-0.21765832533749888,0.10058888253247521,56.656862152465656,0.0
A_orthogonal_s2,orthogonal,2,1,73.15,-0.7852625798809809,0.33350318147507185,57.88672639113179,11.221802877700929
A_orthogonal_s2,orthogonal,2,2,92.36,-1.1920581019963232,0.4969179989687779,58.830533507754694,15.317971847205454
A_orthogonal_s2,orthogonal,2,3,94.18,-1.413548060965336,0.5382532040442148,59.26912037350592,16.925687133298965
A_orthogonal_s2,orthogonal,2,4,95.88,-1.54654535432559,0.5665895594193942,59.66751319824093,18.2713486702078
A_orthogonal_s2,orthogonal,2,5,94.76,-1.8241223303680894,0.685558812144215,60.56040380725696,21.120859346152052
A_orthogonal_s2,orthogonal,2,6,95.74,-1.9099725289807943,0.7057756535319588,60.91534925922579,22.103516168460683
A_orthogonal_s2,orthogonal,2,7,95.09,-2.0070576075003013,0.7866892874656369,61.497129247694645,23.846120273989843
A_orthogonal_s2,orthogonal,2,8,93.83,-2.154490715348868,0.7866379930466179,62.44302666296246,26.34778547475415
A_orthogonal_s2,orthogonal,2,9,92.13,-2.2586874061102513,0.8554760770147549,63.132578358782425,27.946271423491922
A_orthogonal_s2,orthogonal,2,10,90.51,-2.3448801480882597,0.9085515282319074,63.93141756783752,29.69966919209455
A_pytorch_default_s0,pytorch_default,0,0,9.8,-0.21765832533749893,0.10058888253247505,32.854979955792786,0.0
A_pytorch_default_s0,pytorch_default,0,1,11.35,-0.21363430969218208,0.11132213239406814,32.869757548055325,1.7347874177090026
A_pytorch_default_s0,pytorch_default,0,2,11.35,-0.21288483051432036,0.11448094644267907,32.87797419286319,2.1318993100792087
A_pytorch_default_s0,pytorch_default,0,3,11.35,-0.21202305409560596,0.12126976789033299,32.88326570600936,2.3218928113639827
A_pytorch_default_s0,pytorch_default,0,4,11.35,-0.21111889843077672,0.11820364642721316,32.88628274033308,2.40913282622375
A_pytorch_default_s0,pytorch_default,0,5,11.35,-0.2090966007493447,0.11521345664485015,32.89260588929651,2.5409579596228706
A_pytorch_default_s0,pytorch_default,0,6,11.35,-0.2068366686775824,0.11556061947587902,32.91000231029944,2.83503198558356
A_pytorch_default_s0,pytorch_default,0,7,11.35,-0.20747675674578123,0.11768109636211194,32.90889380408371,2.8698003639270686
A_pytorch_default_s0,pytorch_default,0,8,11.35,-0.20686048591938894,0.11840779599666114,32.909606354703634,2.9058105127782583
A_pytorch_default_s0,pytorch_default,0,9,11.35,-0.20604796585739296,0.11838266015123886,32.90876557173299,2.9223327549697062
A_pytorch_default_s0,pytorch_default,0,10,11.35,-0.20599793794607274,0.11870390216728971,32.90823180963728,2.936893135275398
A_pytorch_default_s1,pytorch_default,1,0,10.1,-0.2176583253374995,0.10058888253247525,32.80736315645237,0.0
A_pytorch_default_s1,pytorch_default,1,1,11.35,-0.2119997640543591,0.10581747762745446,32.828191494779034,1.9602215755512649
A_pytorch_default_s1,pytorch_default,1,2,11.35,-0.21021755415787857,0.10975959207744833,32.8319915486117,2.1299126738339473
A_pytorch_default_s1,pytorch_default,1,3,11.35,-0.20644112336134848,0.11327117374336125,32.83625718102311,2.3043268298971893
A_pytorch_default_s1,pytorch_default,1,4,11.35,-0.20430961591744165,0.1167226178569592,32.83932323951427,2.4147391294827667
A_pytorch_default_s1,pytorch_default,1,5,11.35,-0.20302165373149936,0.11965599750819567,32.839790189249186,2.4926315508042167
A_pytorch_default_s1,pytorch_default,1,6,11.35,-0.20405365616590693,0.12095640882537238,32.84253077214547,2.555199620695427
A_pytorch_default_s1,pytorch_default,1,7,11.35,-0.20376674325989075,0.1245825483704485,32.84941205216376,2.713254441109316
A_pytorch_default_s1,pytorch_default,1,8,11.35,-0.20667114721046126,0.1254223404441269,32.91235526706459,3.5990374901440165
A_pytorch_default_s1,pytorch_default,1,9,11.35,-0.202185395904323,0.128421080375742,32.939143599876836,3.927725192286124
A_pytorch_default_s1,pytorch_default,1,10,11.35,-0.20313402541596062,0.1284228296828611,32.93635254244361,3.9368371582913775
A_pytorch_default_s2,pytorch_default,2,0,10.28,-0.21765832533749951,0.10058888253247522,32.882653500392074,0.0
A_pytorch_default_s2,pytorch_default,2,1,11.35,-0.22713750550103046,0.11448469898425497,32.902657499742546,1.9246425994630394
A_pytorch_default_s2,pytorch_default,2,2,11.35,-0.2251018698387251,0.12298343201134766,32.91117566243039,2.207411764339346
A_pytorch_default_s2,pytorch_default,2,3,11.35,-0.228534102115488,0.12541487999587717,32.91601780049913,2.4068823487313264
A_pytorch_default_s2,pytorch_default,2,4,11.35,-0.22507737605809028,0.13118964780200654,32.927843065292315,2.608097600032757
A_pytorch_default_s2,pytorch_default,2,5,11.35,-0.22794152705802725,0.13460693292743503,32.93012007266015,2.750027195874281
A_pytorch_default_s2,pytorch_default,2,6,11.35,-0.22827603072939365,0.13459433370685905,32.930371081363184,2.7819342529622544
A_pytorch_default_s2,pytorch_default,2,7,11.35,-0.22726688161997238,0.13462652336503692,32.93078872176611,2.8312172303836256
A_pytorch_default_s2,pytorch_default,2,8,11.35,-0.22705527491926275,0.1352632498228142,32.930662476431024,2.8530198181486295
A_pytorch_default_s2,pytorch_default,2,9,11.35,-0.22791768162008358,0.13587760087266568,32.93048928085722,2.872314852322601
A_pytorch_default_s2,pytorch_default,2,10,11.35,-0.2274423639137261,0.13665758095073047,32.931291505863626,2.897735604916779
A_xavier_normal_s0,xavier_normal,0,0,10.31,-0.2176583253374991,0.1005888825324754,57.50709080269126,0.0
A_xavier_normal_s0,xavier_normal,0,1,84.86,-0.7716394088816404,0.0494690629617729,58.66465863608536,10.974973978728563
A_xavier_normal_s0,xavier_normal,0,2,92.89,-1.1158387070870048,0.0839320184422968,59.583823052769716,14.973447212115426
A_xavier_normal_s0,xavier_normal,0,3,94.31,-1.2406393907020181,0.13422645326815025,59.97901219437089,16.43707001909519
A_xavier_normal_s0,xavier_normal,0,4,75.78,-1.5090014916128958,0.1643127866481752,60.68596133911546,19.022205693438554
A_xavier_normal_s0,xavier_normal,0,5,95.02,-1.6609972630836916,0.19462345577523246,61.43293337953198,21.247326517188977
A_xavier_normal_s0,xavier_normal,0,6,95.64,-1.7065127032624743,0.1682386027768501,61.58202184054621,21.682849217364137
A_xavier_normal_s0,xavier_normal,0,7,96.38,-1.7307472315848906,0.14853473711640255,61.7736765571182,22.219862379903613
A_xavier_normal_s0,xavier_normal,0,8,96.44,-1.7574880274841977,0.19638861548894962,62.00225437782526,22.807745363866058
A_xavier_normal_s0,xavier_normal,0,9,95.07,-1.8168354469287071,0.23088027273408096,62.59909841368042,24.459733205343884
A_xavier_normal_s0,xavier_normal,0,10,96.48,-1.8587531372066737,0.2578347718372397,62.87721368011418,25.14740062082204
A_xavier_normal_s1,xavier_normal,1,0,9.22,-0.2176583253374992,0.10058888253247514,57.49525012965961,0.0
A_xavier_normal_s1,xavier_normal,1,1,84.7,-0.6099119172167146,0.13370951524982205,58.81670645770063,11.645201804781774
A_xavier_normal_s1,xavier_normal,1,2,92.59,-0.8045912086128238,0.1830392628815292,59.5175454974691,14.626061754650701
A_xavier_normal_s1,xavier_normal,1,3,94.59,-0.9074299104597087,0.2125463703796899,59.93910328645606,16.24533260726976
A_xavier_normal_s1,xavier_normal,1,4,96.09,-0.9573964205772185,0.2606530991613258,60.25750059481144,17.415404810442197
A_xavier_normal_s1,xavier_normal,1,5,96.22,-0.9903310101104831,0.3038926864437207,60.56231620002351,18.41819418912015
A_xavier_normal_s1,xavier_normal,1,6,93.99,-1.2410813744258724,0.25353100560573355,61.702489282418576,22.10364675013921
A_xavier_normal_s1,xavier_normal,1,7,96.43,-1.2890067446622304,0.29127832782987806,61.975646418011046,22.838410478690868
A_xavier_normal_s1,xavier_normal,1,8,96.67,-1.288068200310362,0.2994190361240139,62.172440189985586,23.3608487281289
A_xavier_normal_s1,xavier_normal,1,9,96.35,-1.3337083181056075,0.32920661510562393,62.36798893058433,23.869791564221245
A_xavier_normal_s1,xavier_normal,1,10,96.8,-1.3498257664654985,0.3111196484365219,62.57929078106455,24.396768344578668
A_xavier_normal_s2,xavier_normal,2,0,11.25,-0.2176583253374992,0.10058888253247525,57.61036322406465,0.0
A_xavier_normal_s2,xavier_normal,2,1,89.61,-0.6924119880666298,-0.1708969061728171,58.936732733770164,11.53898909494923
A_xavier_normal_s2,xavier_normal,2,2,94.13,-0.8875608166878981,-0.2843133631932443,59.66525540799299,14.831584611849907
