init,acc_depth26,movement,mean_absW,stable_rank,ln_r2,acc_depth10
he_normal,96.97333333333334,20.195052804771873,0.09936081216030207,30.99393376039245,0.8977120488295841,97.37666666666667
he_uniform,96.99333333333334,21.610901322988834,0.10717281159740795,30.968997551368606,0.8331074466961063,97.29333333333334
lognormal_he_scale,97.00333333333333,21.486050014644444,0.09958611810514989,30.367073031080192,0.9091277844770405,97.26666666666667
lognormal_jaynes,79.21333333333332,29.058624742248853,0.05669971046954539,11.29642372465762,0.9171798603624568,96.85333333333334
orthogonal,94.31,27.957502969789626,0.0761744960231905,21.219163098805485,0.8998948515430217,97.69333333333334
pytorch_default,11.35,3.2571552994945185,0.04317579237517862,31.696940444957693,0.8196402402528981,97.39333333333333
xavier_normal,96.77,24.52192880594568,0.07565539871564403,21.874289639754732,0.8985389949258851,97.67666666666666
