arch,run_id,init,seed,epoch,test_acc,functional,norm_theta,dist_from_own_init,PC1_abs,PC2_abs,PC1_disp,PC2_disp,mean_absW,ln_r2_mean,stable_rank_mean,lens_power_mean,sv_entropy_mean
A,A_he_uniform_s0,he_uniform,0,0,8.92,True,80.1074899330864,0.0,36.769414366050654,-5.233011308862298,-0.2176583253374993,0.10058888253247521,0.10577925599264158,0.8148175857617204,33.65695720829223,0.458303479630478,4.55131377829748
A,A_he_uniform_s0,he_uniform,0,1,93.83,True,80.42558686110576,8.400944820340342,36.94489884834925,-5.24258353397607,-0.2220415349181887,0.1481879351157869,0.10591816795807157,0.818665405874657,33.08378186219142,0.4551223520334687,4.55108681730339
A,A_he_uniform_s0,he_uniform,0,2,94.75,True,80.6044575835721,10.682239587179215,37.007828207694395,-5.242529758066826,-0.24871042413316924,0.18018525168084187,0.10599402595794231,0.821335118677687,32.999934702483635,0.45443423789361315,4.550762879370337
A,A_he_uniform_s0,he_uniform,0,3,95.66,True,80.78725436028513,12.382863640052435,37.06401674648824,-5.246412667822191,-0.2629908208640475,0.20088160621049891,0.1060924501586921,0.8234699973276347,32.710708190058114,0.4525548293143721,4.5504109251495075
A,A_he_uniform_s0,he_uniform,0,4,96.64,True,80.99641391729087,13.99042771256432,37.116615790660795,-5.246074719144343,-0.29148260041711577,0.21114361325887365,0.10621700376897936,0.8261040661901016,32.68328453862729,0.4521965598188563,4.550214592572457
A,A_he_uniform_s0,he_uniform,0,5,96.56,True,81.20010772216855,15.259571197889416,37.16496051385794,-5.2487408748823645,-0.3024254695004253,0.23333485301329188,0.10634295313867168,0.8260642920077582,32.25349262801108,0.4488851563059225,4.5499762975527265
A,A_he_uniform_s0,he_uniform,0,6,96.82,True,81.3828007471202,16.34216707568385,37.18980842206834,-5.261694804833564,-0.3339776706474534,0.26005121570897055,0.10646264388275666,0.82723792077463,32.11193405085728,0.4475235876396624,4.549691128820233
A,A_he_uniform_s0,he_uniform,0,7,96.52,True,81.59011802472189,17.411157099248996,37.23257363403486,-5.2681987528522365,-0.32000196585249074,0.2901601671561793,0.10661222025489478,0.8291656086374275,31.995078580017285,0.446381285925134,4.549490480075003
A,A_he_uniform_s0,he_uniform,0,8,96.73,True,81.81160746388423,18.539367436345934,37.255738031363364,-5.2642859784349945,-0.3587508751896252,0.301453133940244,0.1067512871526399,0.8307727506224184,31.657569020576382,0.4440852912151627,4.549032243263654
A,A_he_uniform_s0,he_uniform,0,9,97.08,True,82.04155012203802,19.624424263667525,37.2569136267813,-5.282003173961924,-0.38154320900006056,0.34003098506536633,0.1069021477854905,0.8317140672714012,31.370516736980445,0.4413428006371578,4.548514410609051
A,A_he_uniform_s0,he_uniform,0,10,96.83,True,82.26671382679766,20.664949048459036,37.268932371817364,-5.280853702450296,-0.3876450422466518,0.3533781146272071,0.10703332062043747,0.831506766148208,31.162014372038843,0.43980625152600655,4.548184305106426
A,A_he_uniform_s1,he_uniform,1,0,12.98,True,80.03605235305213,0.0,-24.88942661407787,-27.4421435615596,-0.21765832533749943,0.10058888253247532,0.10560682424560691,0.8158134608772607,33.63084211498717,0.4587094166058874,4.5515737446382705
A,A_he_uniform_s1,he_uniform,1,1,93.69,True,80.33903012491133,8.555785337966151,-24.976717146838705,-27.525467888171338,-0.3689553023957434,0.06998050517953061,0.10571294344622859,0.8190922992451368,33.10965915992178,0.4559706424812919,4.551560760802335
A,A_he_uniform_s1,he_uniform,1,2,94.82,True,80.53028091605238,10.805764335142376,-25.01423564664586,-27.571063432073053,-0.38664269742122903,0.06652580113190383,0.1057940814578471,0.8218055129737055,32.92442601379902,0.45480314412093015,4.551577026553408
A,A_he_uniform_s1,he_uniform,1,3,95.52,True,80.71397275334064,12.507880515181247,-25.03991555753414,-27.60920380967847,-0.44037895024930945,0.07212769374238284,0.10588366606675172,0.8243284642233429,32.85001888854863,0.4542240431154037,4.551387730583122
A,A_he_uniform_s1,he_uniform,1,4,96.25,True,80.92302913351668,14.007865922064727,-25.087105539938158,-27.64293374152817,-0.47754231968113553,0.13645521514866027,0.10600727082756264,0.8251240560059057,32.69173371333654,0.4528243607751892,4.551004573196074
A,A_he_uniform_s1,he_uniform,1,5,96.14,True,81.1002502366933,15.168420505863311,-25.10555492063796,-27.67040752158624,-0.5205958229437632,0.11685830882782955,0.10612028828841433,0.8266412269915828,32.46647412983404,0.45128825759687174,4.5507187898116594
A,A_he_uniform_s1,he_uniform,1,6,96.69,True,81.28873498002393,16.281790310526933,-25.12989585480014,-27.688608798215704,-0.5621062450232426,0.12467233025227702,0.10624419217849371,0.8274624020113592,32.24706925877202,0.4496996983654393,4.550454205348997
A,A_he_uniform_s1,he_uniform,1,7,96.79,True,81.48502874796597,17.37135398093404,-25.151460251306045,-27.707096374356254,-0.5629141597799361,0.13509501515255373,0.10636666960012683,0.828266550264031,32.1067400297662,0.44867599387912416,4.550271043742673
A,A_he_uniform_s1,he_uniform,1,8,97.1,True,81.69442388053379,18.5215471867698,-25.16912072133063,-27.715277907136432,-0.5769564639292499,0.1501822232355512,0.10648775269692465,0.8299325968562906,32.01410030651335,0.44791235851971983,4.550044577183927
A,A_he_uniform_s1,he_uniform,1,9,96.8,True,81.94677337236276,19.684154621276427,-25.188130005038182,-27.718611608980172,-0.5846438186231466,0.14791935004211632,0.106651835830956,0.8303510960159446,31.649851404003847,0.44527108413903643,4.54946589395765
A,A_he_uniform_s1,he_uniform,1,10,96.91,True,82.67612622052712,22.93882356189607,-25.193449327467988,-27.68809786833214,-0.6067526347930919,0.16553253021592593,0.10716869754983821,0.8352244325340756,30.396326055163563,0.43615196524516747,4.548218009412031
A,A_he_uniform_s2,he_uniform,2,0,9.54,True,80.1797012952739,0.0,-13.245690357429451,36.31974769430889,-0.21765832533749954,0.10058888253247508,0.10590849799247773,0.8153898114385871,33.93265300259366,0.4606760661328239,4.55250348495356
A,A_he_uniform_s2,he_uniform,2,1,92.06,True,80.47232578283871,8.278413797796281,-13.321392440465631,36.48449162241371,-0.21836309587714456,0.26801374299658426,0.10605166619919479,0.8174533807486501,33.476955176585946,0.4583398238859048,4.5522338983073825
A,A_he_uniform_s2,he_uniform,2,2,94.72,True,80.71479556374456,10.902113556784126,-13.355971316767468,36.573289125789174,-0.22447697769215175,0.3341945494821187,0.10620364945885039,0.8207553643269955,33.16444525471897,0.4565294955074658,4.551796026721764
A,A_he_uniform_s2,he_uniform,2,3,95.87,True,80.92720840563476,12.664755935624237,-13.373287730843122,36.64241449438864,-0.23585941023808973,0.34643349765005643,0.1063415584893428,0.822098174466597,33.01893014767283,0.4555640328947486,4.5516095447304785
A,A_he_uniform_s2,he_uniform,2,4,95.82,True,81.12887880441382,14.165404357573419,-13.394526265284167,36.695248837715724,-0.2240956650200041,0.40273041846647545,0.10646507577186913,0.8250375361190996,32.7178211910534,0.45369061796119686,4.551427735802119
A,A_he_uniform_s2,he_uniform,2,5,96.31,True,81.33259810657535,15.534748843624802,-13.41629717639416,36.72695521238098,-0.24046566955636764,0.4122707398626483,0.10657824457702315,0.8266355985506659,32.59403930104176,0.4528252256068092,4.55131428140273
A,A_he_uniform_s2,he_uniform,2,6,95.89,True,81.69722373204847,17.626376027073174,-13.426874325007768,36.77838602532933,-0.248865395011978,0.44827261656735184,0.10682455455989848,0.8302366361598335,32.181826766703644,0.44988574767040473,4.550912014456485
A,A_he_uniform_s2,he_uniform,2,7,96.92,True,81.95228327940077,18.876481760331625,-13.441832383867835,36.81810725201607,-0.24774645062114137,0.5231736803428808,0.10698872051482591,0.8321152367721003,31.823893902872477,0.4471111733390051,4.550473008231936
A,A_he_uniform_s2,he_uniform,2,8,96.67,True,82.13681342729299,19.739510850793042,-13.45735186728111,36.845221874732374,-0.23575097275860402,0.5260192270865344,0.10711043431616835,0.8327077262497814,31.669953843508843,0.44588694239526466,4.550315271444164
A,A_he_uniform_s2,he_uniform,2,9,96.96,True,82.30846696577623,20.512788398637603,-13.469961614304255,36.86457872628063,-0.26868122697329994,0.5527125776336936,0.10721529105354274,0.8327816277374575,31.51576842617921,0.4446814313495681,4.550046943636575
A,A_he_uniform_s2,he_uniform,2,10,97.24,True,82.47463390606227,21.22893135861139,-13.475581557365759,36.87583908940128,-0.2648343202144724,0.5810277587086954,0.10731641662194821,0.8325911414060349,31.34865222690341,0.44335422004556396,4.549918062389573
A,A_lognormal_he_scale_s0,lognormal_he_scale,0,0,8.04,True,80.0509440711842,0.0,-0.207898765475584,1.0781579515513173,-0.21765832533749918,0.1005888825324754,0.09881889424263718,0.9998536012924444,32.84764862190448,0.45130856663709285,4.549145399650948
A,A_lognormal_he_scale_s0,lognormal_he_scale,0,1,93.54,True,80.3609378036383,8.480860264198594,-0.21468090032563084,1.0934896139435126,-0.3408356156482819,-0.15344997675882716,0.09869316991873564,0.9639538944419083,32.339770796340524,0.4483485232402239,4.549165762353264
A,A_lognormal_he_scale_s0,lognormal_he_scale,0,2,95.27,True,80.56464544370951,10.73279029248735,-0.19765624503496326,1.0839210288393504,-0.4250488488698861,-0.252991831922665,0.09870407582115572,0.9474299823641196,32.182151729376024,0.4473653012067841,4.5489732420238544
A,A_lognormal_he_scale_s0,lognormal_he_scale,0,3,95.67,True,80.77124804840315,12.479571599073147,-0.2026942115347323,1.0843299719148034,-0.50099498218125,-0.3193281607956664,0.09874545958260107,0.9390849099863152,32.021415503518064,0.4462326907923566,4.548666881275441
A,A_lognormal_he_scale_s0,lognormal_he_scale,0,4,96.29,True,80.93526815256521,13.791309733496028,-0.21018293963334955,1.0840722945256238,-0.5244414762087797,-0.3614110715977445,0.09877377872142731,0.9349443962877115,31.97657240334339,0.44596440284552846,4.548432578044664
A,A_lognormal_he_scale_s0,lognormal_he_scale,0,5,96.97,True,81.1176475177174,14.925547275835163,-0.2161216257129254,1.086782759063556,-0.5744168597067356,-0.4140179446956547,0.09885783840333007,0.9295528759975057,31.87994510823057,0.44532262552610713,4.548092938051638
A,A_lognormal_he_scale_s0,lognormal_he_scale,0,6,96.44,True,81.29002386287719,16.02052580946585,-0.22689267784194378,1.0828034607406667,-0.5787862254694085,-0.47480980709442827,0.09892952187879422,0.9264570078267494,31.793338274637115,0.4445943838594798,4.547866244918202
A,A_lognormal_he_scale_s0,lognormal_he_scale,0,7,96.52,True,81.4911442091569,17.11195875040379,-0.22334106918828922,1.0801870502404591,-0.617206145138324,-0.5135310250642907,0.09902953330447307,0.9242763611114688,31.66895349231925,0.44369864208590154,4.547552836352491
A,A_lognormal_he_scale_s0,lognormal_he_scale,0,8,96.88,True,81.7061087019046,18.24867252646046,-0.22843117681642525,1.0741384265382017,-0.6565971858890668,-0.5457381276224584,0.09914642597369747,0.9199034984056588,31.50348680855952,0.44233500848176976,4.547317859611952
A,A_lognormal_he_scale_s0,lognormal_he_scale,0,9,96.84,True,81.87387336412436,19.073650572590676,-0.23239281330444603,1.0835361469861877,-0.6706964730809639,-0.5522013200684359,0.09923288361431956,0.9173409219120187,31.314775403583347,0.441061088543989,4.547147671904877
A,A_lognormal_he_scale_s0,lognormal_he_scale,0,10,96.69,True,82.4223929937186,21.613219564174763,-0.23063332418000274,1.0762192398625776,-0.6767875179047599,-0.5912971651603852,0.09953168861914981,0.9060917594151043,30.531327950081824,0.43551687969663483,4.546113081252898
A,A_lognormal_he_scale_s1,lognormal_he_scale,1,0,10.3,True,79.89241840110937,0.0,0.18569308050856503,0.4740797191873832,-0.2176583253374992,0.10058888253247521,0.09860610143483278,0.9998197096723136,32.89309077572679,0.4513657962790806,4.548562696503567
A,A_lognormal_he_scale_s1,lognormal_he_scale,1,1,93.76,True,80.20253420189971,8.32173046462695,0.1854046080869435,0.4729809268957575,0.04541705642360608,0.10366682001644394,0.09851348250328487,0.9662069697923297,32.320010769187995,0.4479068385806277,4.5487203969411
A,A_lognormal_he_scale_s1,lognormal_he_scale,1,2,94.41,True,80.42281767661636,10.724046184378826,0.19691662087749232,0.4616442312391046,0.1491376330761028,0.13098621365832466,0.09854409393317669,0.9505175559475827,32.169006564745686,0.4470710387629519,4.548715351729188
A,A_lognormal_he_scale_s1,lognormal_he_scale,1,3,95.83,True,80.62752933462987,12.370155589430663,0.19683795985283176,0.4697130130715917,0.198336530844626,0.16965985219466365,0.09860323808430632,0.9406891543219995,32.11579734546725,0.4467311849438445,4.548690782255113
A,A_lognormal_he_scale_s1,lognormal_he_scale,1,4,96.19,True,80.82160676101118,13.843951199320026,0.2002669435882794,0.4703501938457039,0.2453223112596923,0.1785979398029786,0.09866772664870631,0.9335722158875872,31.918219773552096,0.44541628776677666,4.548434905683832
A,A_lognormal_he_scale_s1,lognormal_he_scale,1,5,96.39,True,81.02606107310118,15.139905986880862,0.19647173978250163,0.4605701360591738,0.297437849505114,0.2084674150161623,0.0987574503432395,0.928169687145362,31.80834550864698,0.44470734645702986,4.548458220056618
A,A_lognormal_he_scale_s1,lognormal_he_scale,1,6,96.5,True,81.24282730242167,16.434527821352454,0.19714291778805068,0.46312079302278597,0.34046876789301517,0.23771867967200042,0.09887559310076247,0.9248306766577292,31.663519628000113,0.4436938030290918,4.54809892898341
A,A_lognormal_he_scale_s1,lognormal_he_scale,1,7,95.72,True,81.70145748889658,18.749683120099505,0.2002835228580045,0.4739582245721129,0.3771572318348722,0.2441824100968223,0.09910840798435516,0.9144611077138566,31.132737675188817,0.43988368430678043,4.5474494154213865
A,A_lognormal_he_scale_s1,lognormal_he_scale,1,8,96.73,True,82.1500260905933,21.001583594435708,0.19134985861392428,0.46798798456039664,0.4063373687918219,0.24581715476489652,0.09933763836622776,0.9074191183641631,30.26064420328152,0.433920302206623,4.546686385909637
A,A_lognormal_he_scale_s1,lognormal_he_scale,1,9,96.91,True,82.38522062574903,21.960620508086567,0.1895584392659788,0.4686124051106562,0.4678170109455644,0.2701066389287135,0.09949853248524511,0.9065937401857033,29.924624842617497,0.43171746139186823,4.546145487565277
A,A_lognormal_he_scale_s1,lognormal_he_scale,1,10,97.32,True,82.51487129138879,22.539622960723637,0.18876661663006583,0.46788901276561506,0.4576878009344879,0.29120865639584376,0.09956747244444651,0.9059538134234237,29.76164162064462,0.430653487437834,4.545840157683691
A,A_lognormal_he_scale_s2,lognormal_he_scale,2,0,11.16,True,80.29556530163394,0.0,-0.3666061620453952,0.41072054151334325,-0.21765832533750012,0.10058888253247504,0.09898097897608457,0.9998497729868757,32.68920081264519,0.4496249070639905,4.548005057801463
A,A_lognormal_he_scale_s2,lognormal_he_scale,2,1,91.63,True,80.56210737981135,8.173038434670282,-0.36748170674620384,0.4327143356090188,-0.2525418665899903,0.49933562648839264,0.09884746182797946,0.9662423588125433,32.365448489720336,0.44801471475134275,4.54812114109207
A,A_lognormal_he_scale_s2,lognormal_he_scale,2,2,95.13,True,80.79863933091713,10.799204127106949,-0.38180119809794166,0.45340938193190117,-0.3012535420662168,0.6442560516892594,0.09886832178198626,0.9492220452254159,32.14990766773389,0.44690941910186616,4.548205843574855
A,A_lognormal_he_scale_s2,lognormal_he_scale,2,3,96.04,True,80.99283960225247,12.513362724015764,-0.3857987228092219,0.4579118028209811,-0.31267551743082556,0.7716349152803028,0.0989223495704292,0.938066283685068,32.05056175867712,0.4463818376674528,4.5479357899273385
A,A_lognormal_he_scale_s2,lognormal_he_scale,2,4,96.58,True,81.21018531769165,14.02868152443405,-0.3929268965021503,0.45316659960920425,-0.3127781205603599,0.8739993880389538,0.09901375499153012,0.9372615799016805,31.90491742570759,0.44554426003092423,4.547849633971383
A,A_lognormal_he_scale_s2,lognormal_he_scale,2,5,96.38,True,81.41528899860049,15.37686197194144,-0.3928751908296342,0.4568379691158879,-0.34120096928665067,0.9462500235655195,0.09909915071281886,0.9298707539494532,31.696696588629923,0.4437440964504284,4.547350400102492
A,A_lognormal_he_scale_s2,lognormal_he_scale,2,6,97.07,True,81.64428894032645,16.608708514604885,-0.3881797001613873,0.46054648350438204,-0.35582872843015717,1.0772234368381546,0.09920985363326563,0.9270776691472958,31.538978997332062,0.44291702187842186,4.547133395260184
A,A_lognormal_he_scale_s2,lognormal_he_scale,2,7,96.89,True,81.84841489857196,17.643896766970578,-0.3931972381576211,0.4695784992833227,-0.39038514132054497,1.1422028028149298,0.09931646305867957,0.9211322822276959,31.382846071925993,0.4419150278334492,4.546819781242245
A,A_lognormal_he_scale_s2,lognormal_he_scale,2,8,97.12,True,82.03938638985565,18.553107050538006,-0.39765137177604537,0.47775571158186375,-0.3880666040627964,1.2048741607351139,0.0994285980631451,0.9189521012148479,31.18752985928772,0.44016475684587986,4.546527234185199
A,A_lognormal_he_scale_s2,lognormal_he_scale,2,9,97.18,True,82.23246542493895,19.464274470524423,-0.40080861333749535,0.47914336187431883,-0.4176561158137585,1.2180353157120953,0.09954979548636113,0.9202154588100591,31.02124117423764,0.4386076408326191,4.546196430126452
A,A_lognormal_he_scale_s2,lognormal_he_scale,2,10,97.0,True,82.42083744568563,20.30530751903493,-0.4007998134998703,0.48324051301637716,-0.4137117459417204,1.2665748207078464,0.09965919325185334,0.9153377805925935,30.808249522514128,0.43661607918976786,4.545840547112173
A,A_lognormal_jaynes_s0,lognormal_jaynes,0,0,8.04,True,42.734013071916806,0.0,-0.14470789519134952,0.6308618045478573,-0.21765832533749865,0.10058888253247947,0.04920262346263604,0.9998536012987037,32.84764853871588,0.45130856614913395,4.54914540009254
A,A_lognormal_jaynes_s0,lognormal_jaynes,0,1,67.49,True,44.45005730731304,11.480458295558858,-0.13341837801856737,0.6216912172428896,-1.8491958907895676,-5.46743568827036,0.05060702487126524,0.9229194830337261,18.702107437595263,0.3334964586295313,4.53825144583062
A,A_lognormal_jaynes_s0,lognormal_jaynes,0,2,75.49,True,45.668811780440784,15.559799708459868,-0.14330419279203646,0.6217395284754957,-3.0537523954991315,-9.388930152965566,0.05171753982880344,0.9162788276242134,16.133751130825054,0.31298287479236186,4.533384304918325
A,A_lognormal_jaynes_s0,lognormal_jaynes,0,3,83.68,True,46.75848609644579,18.486253613992552,-0.13282862662607609,0.6327089130418023,-3.8937583018777793,-12.173150407638719,0.05265382424470739,0.9152208229495802,14.717561489224904,0.29790958553410385,4.528933839269298
A,A_lognormal_jaynes_s0,lognormal_jaynes,0,4,92.86,True,47.85798519586076,21.032282141389352,-0.09378239898391182,0.6221051439806061,-4.71981139427679,-14.765949087946343,0.05362718014519803,0.9164142129799709,13.371660900387296,0.2831520893187552,4.5236849803021295
A,A_lognormal_jaynes_s0,lognormal_jaynes,0,5,91.2,True,48.72273135085506,22.88827311240271,-0.08453305911422346,0.621044179422597,-5.22453184638485,-16.490793506380882,0.05419322215468458,0.9157159667260721,12.5144937735543,0.2741100395632809,4.5204850617991585
A,A_lognormal_jaynes_s0,lognormal_jaynes,0,6,87.03,True,49.46524178364515,24.42650546521879,-0.06856032621653485,0.6143684294581953,-5.688683341517002,-17.85037512563642,0.05472123841866229,0.9150540854412905,12.175978307870881,0.2692463843651375,4.517591390037023
A,A_lognormal_jaynes_s0,lognormal_jaynes,0,7,74.65,True,50.023149643972985,25.51750907876151,-0.06797672824530887,0.6094009007978235,-5.872801417145817,-18.713025468799003,0.055131343840391075,0.9185245115636753,11.904315850114347,0.26581246358095856,4.515340434445476
A,A_lognormal_jaynes_s0,lognormal_jaynes,0,8,89.81,True,50.44893545675815,26.33354206199264,-0.055877580391032494,0.6118469037041618,-6.045632171153535,-19.316497730074467,0.05553120697442578,0.9180795772637965,11.919985422289935,0.26511672230301825,4.513363641051033
